RAVN,1.8125,1.8125,0.0984509140253067,1.8125,1.8125,3200,1997-01-06
PEZ,21.3899993896484,21.4899997711182,20.3993835449219,21.3899993896484,21.5100002288818,13100,2010-08-09
FLWS,10.25,10.1999998092651,10.1999998092651,10.0500001907349,10.25,104000,2017-02-23
RAVN,1.60416662693024,1.60416662693024,0.0441629476845264,1.5,1.60416662693024,80000,1994-09-27
MHF,8.625,8.625,3.12175178527832,8.5625,8.625,10300,2000-09-13
AFSI,6.25206613540649,6.50413227081299,4.2960376739502,6.25206613540649,6.61983489990234,507600,2007-10-12
RRC,91.0299987792969,88.9100036621094,87.6160354614258,88.8499984741211,91.0400009155273,939800,2014-05-22
GTT,26.25,25.5400009155273,25.5400009155273,25.2000007629395,26.4699993133545,116700,2015-09-21
FLWS,11.9499998092651,12.4499998092651,12.4499998092651,11.8500003814697,12.5500001907349,276000,2018-03-05
FLWS,9.35000038146973,9.35000038146973,9.35000038146973,9.17000007629395,9.47000026702881,497600,2007-06-15
GHDX,29.0499992370605,29.5499992370605,29.5499992370605,28.8999996185303,29.6700000762939,144500,2014-01-10
GTS,20.5,21.1599998474121,21.1599998474121,20.4500007629395,21.3199996948242,61000,2011-04-26
GTT,33,32.5499992370605,32.5499992370605,32.3499984741211,33.25,162900,2017-06-19
AMSWA,3.46869993209839,3.25,1.53472208976746,3.1875,3.46869993209839,32900,2000-10-31
EGHT,1.41999995708466,1.4099999666214,1.4099999666214,1.35000002384186,1.42999994754791,394900,2009-12-21
PEZ,31.5300006866455,31.6000003814697,30.7521705627441,31.5300006866455,31.6800003051758,900,2013-03-01
MHD,16.3125,16.375,4.39121961593628,16.25,16.5,18300,1999-01-22
GTN,3.84999990463257,3.99000000953674,3.99000000953674,3.70000004768372,4.03999996185303,991700,2013-01-29
AAPL,0.38616070151329,0.381696432828903,0.0172385536134243,0.381696432828903,0.38616070151329,5168800,1981-08-19
PEY,15.1400003433228,15.1400003433228,8.91707897186279,15.0299997329712,15.1499996185303,182700,2005-11-11
CLWT,3.41000008583069,3.24499988555908,3.24499988555908,3.24499988555908,3.41000008583069,400,2011-10-25
PEY,15.8500003814697,15.8800001144409,10.0037240982056,15.75,15.9099998474121,72800,2007-05-18
AMSWA,4.94000005722046,5.01999998092651,3.36857891082764,4.94000005722046,5.01999998092651,54800,2010-07-30
PEZ,48.5699996948242,48.3300018310547,48.1995277404785,48.0699996948242,48.5699996948242,8900,2017-11-02
VIAV,21.188850402832,20.5844707489014,20.5844707489014,20.5133666992188,21.6154727935791,1224400,1997-12-03
PEZ,38.2099990844727,38.3199996948242,37.409725189209,38.2099990844727,38.439998626709,1700,2013-08-16
PEZ,17.75,17.8400001525879,16.8944110870361,17.75,17.8799991607666,5000,2009-07-17
GTS,19.7800006866455,19.5799999237061,19.5799999237061,19.3999996185303,19.8500003814697,71200,2011-11-14
MHD,16.9799995422363,16.7299995422363,7.13856792449951,16.7199993133545,16.9799995422363,80300,2005-07-15
MHF,9.25,9.25,1.74557113647461,9.25,9.375,27500,1991-05-21
GTS,17.7700004577637,16.5900001525879,16.5900001525879,16.4899997711182,18.1700000762939,315000,2011-10-03
BRFS,12.5325002670288,12.3450002670288,11.0289106369019,12.2875003814697,12.539999961853,1073200,2010-03-25
GTN,2.02999997138977,1.98000001907349,1.98000001907349,1.97000002861023,2.02999997138977,213900,2010-09-27
PEZ,41.4199981689453,41.2799987792969,40.4176063537598,41.2799987792969,41.7799987792969,4300,2014-08-05
CLWT,5.32999992370605,5.30999994277954,5.30999994277954,5.19999980926514,5.32999992370605,10800,2014-02-21
MHD,16.6399993896484,16.6499996185303,7.67082214355469,16.5499992370605,16.6499996185303,17300,2006-10-27
PEZ,19.6599998474121,19.5400009155273,18.2959117889404,19.1499996185303,19.6700000762939,32100,2008-07-07
AHH,10.9799995422363,10.6300001144409,8.66692924499512,10.539999961853,10.9899997711182,133300,2015-02-06
GHDX,29.6299991607666,29.1700000762939,29.1700000762939,28.9300003051758,29.8299999237061,181700,2015-12-07
RAVN,18.1800003051758,18.6000003814697,17.5615863800049,18.1599998474121,18.6100006103516,188300,2015-10-08
RRC,41.6399993896484,41.4700012207031,40.2093505859375,39.5699996948242,42.0900001525879,780100,2008-11-28
RAVN,1.625,1.64583337306976,0.0311010517179966,1.625,1.6875,14400,1993-01-19
PEY,12.6499996185303,12.5299997329712,11.2504920959473,12.460000038147,12.6499996185303,132900,2015-09-01
AAPL,57.855712890625,56.0071411132812,41.7672843933105,55.6771430969238,57.9700012207031,166574800,2013-04-18
